Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR
Lucas Dewantoro; Rusijono; Yatim Riyanto; Sugi Hartono,57216732976; 57193432535; 57199508187; 57193868635,Development strategy of educator competencies in the navy educational institute using SWOT Fuzzy MCDM approach,2020,International Journal of Innovation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084407751&partnerID=40&md5=734f06a26dac31175ef5e45d576b886c,"Strategic environment development demands better capacity building and defence capabilities to face future challenges. The Navy educational institutions are expected to adapt with the development of science and technology. It is aligned with the quality of educators available. Nowadays, available educators cannot focus one hundred percent on the job. This is because there are other tasks and workloads, so the role of service to students and institutions is not in accordance with professional standards. The aim of paper is give an analysis and strategy for the development of an educator's competence in the Indonesian Navy (TNI AL). This research uses SWOT analysis and Fuzzy Multi criteria Decision Making method (F-MCDM). The result paper showed 4 (four) strategies for the development of educator competence. The strategies consist of seven points for the Strength-opportunity (SO) strategy; seven points for the II Weakness-Opportunity (WO) strategy; six points for the III Weakness-Threat (WT) strategy; and seven points for the Strength-Threat IV strategy (ST). Based on Fuzzy MCDM, this paper showed the weighted value of several strategies, such as: 0.2841 for Strategy I (S-O); 0.2844 for Strategy II (W-O); 0.2177 for Strategy III (W-T); 0.2138 for Strategy IV (S-O). Strategy II has the highest weight and become the chosen strategy in developing educator competence. This strategy consist of 6 (six) sub strategies. © 2020 Primrose Hall Publishing Group.",Development strategy; Educator competence; Fuzzy MCDM; SWOT,Article,,
Dedy Rahman Prehanto; Aries Dwi Indriyanti; Ginanjar Setya Permadi; Tanhella Zein Vitadiar; F.D. Jayanti,57211886935; 57211891237; 57201588821; 57201579560; 57211883887,Library book modeling data using the association rule method with apriori algorithm in determining book placement and analysis of book loans,2019,International Journal of Advanced Science and Technology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083513147&partnerID=40&md5=033c2de939952dfe07058ae63910d68a,"The library is one place that is able to provide information for the means of teaching and learning activities. The existence of daily operational activities in the library can increase the amount of data borrowing books. The more data, if not processed it becomes useless. Therefore, a data modeling was made to process book borrowing data. The purpose of this study was to implement the association rule method with a priori algorithm for modeling data on book borrowing at the Asy'ari Hasyim University library. From the application of this method, it will be used to recommend book placement and analyze book borrowing. This study produced an application that was used to determine associative rules between one book and another. From the resulting modeling, the calculation process is then carried out so that it can be known to borrow the same book every day. The results of this study percentage of support value and confidence value from the results of predictions with the association rule method with a priori algorithm on 600 data of borrowing transactions support values obtained an average of 6%, while for confidence values obtained an average of 67%-100%. © 2020 SERSC.",Apriori algorithm; Association rule; Library; Modeling,Article,,
Puput Wanarti Rusimamto; Munoto; Muchlas Samani; Ekohariadi; Endryansyah; Dadang Suprayitno; Ahad Ali,57203283361; 57200567181; 57201349532; 57195553791; 57201850396; 57214836315; 24802068000,"Developing DC motor control module using PLC as PLC learning media in electrical engineering UNESA, Indonesia",2019,Proceedings of the International Conference on Industrial Engineering and Operations Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079273112&partnerID=40&md5=e371027dc99e36804f9c7406634d037a,"To improve the understanding and programming of PLC Unesa Electrical Engineering Education students, learning media are needed in the form of modules and trainers that discuss PLC about basic instructions, ladder diagram programs and DC motor control with PLC control. The use of DC motors is very common, one of the advantages of DC motors is that they are relatively easy to obtain and are easily regulated to rotate speed. The method used is the development of the four D model. The development process that is used only reaches the 3rd D stage, namely the development stage or develop from 4 stages namely define, design, develop, and disseminate. The subjects of this study were Electrical Engineering Education students at Surabaya State University who programed PLC courses. The modules that have been made are then validated by PLC experts, instructional media experts and linguists. Learning media in the form of modules and trainers are implemented to Electrical Engineering Unesa students to improve PLC programming skills. The module quality results obtained an average total value of 89.95% which means it can be categorized as very valid. For the results of student responses obtained an average total of 78.44% with a good category which means the learning module can be used as a reference for PLC courses. © 2019, IEOM Society International.",DC motor settings; Electrical engineering education students; Modules; PLC programming,Conference paper,,
S.I. Haryudo; Ekohariadi; Munoto; L. Nurlaela; B.I.G.P. Asto; I. Wayan Susila,57202236759; 57195553791; 57200567181; 57193699945; 57201350866; 57208471895,Measure critical thinking ability: Validity and reliability multiple choice test,2019,International Journal of Innovation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077878556&partnerID=40&md5=0c94cde8e73f095d1635e2225a155dba,"Critical thinking skills are one of the skills that must be possessed by students as graduate competency standards. Instrument evaluation is needed to evaluate critical thinking skills. This study aims to examine the quality characteristics of multiple choice test instrument items to measure critical thinking skills. The test instrument developed was an Electrical Instrallation Automation test instrument in order to maintain the quality of critical thinking test instruments with the addition of a wider variety of reasoning aspects. The test instrument is in the form of multiple choices which have analysis questions (C4), synthesis (C5), and evaluation (C6). The method of developing research uses the Research and Development (R & D) method. The object of the research was all the answers to the results of the tests of 40 Electrical Engineering students. Data is collected by the method of observation, interview and documentation. Data analysis techniques are qualitative and quantitative using the Test Analysis Program (TAP) application. The results showed that: The instruments developed had good characteristics in terms of validity with the Aiken index content validity (Aiken V) of 0.820 and reliability coefficient of 0.843 in a good (reliable) range. Furthermore, for the difficulty level of 0.560 in the medium category, the average differentiation of 0.333 can be categorised as good and the results of the analysis of the distractor quality are 39 tests that function well. © Primrose Hall Publishing Group.",Automation of electrical installation; Critical thinking; Item instrumentation; TAP,Article,,
Lilik Anifah; Mauridhi Hery Purnomo; Tati L. R. Mengko,55648855000; 6602604153; 14019972600,Prediction of osteoarthritis using linier vector quantization based texture feature,2019,Journal of Theoretical and Applied Information Technology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067920119&partnerID=40&md5=330f96b926d2abf7d8c851a63afd2f41,"Osteoarthritis estimated as the eighth-leading nonfatal burden of disease in the world is the one important reason why it is investigated. The status of osteoarthritis is important because it is used as a basis for determining treatment for patients. The aim of this research is analyzing the texture feature of Junction Space Area (JSA) and design system based texture feature in order to predict the severity of osteoarthritis in the knee using a linear vector quantization. Textures extracted in this study are first order, second order, and gray level run length matrix. Several stages involved as the research procedures covering image processing, feature extraction, learning process, and testing process. The result of feature extraction obtained several FO, GLCM and GLRLM features for each cluster with overlapping conditions, making it difficult to classify using linear methods, so learning used linear vector quantization (LVQ). Feature extraction was carried out for both training data and testing data. The training process, which was divided into several stages namely first order learning, GLCM learning data, GLRLM learning data, and combined learning data features. learning process for the aforementioned features of combined learning data used learning parameter rate of 0.5 with epoch values of 1000, 5000, 10000, and 15000. The best results obtained when using a system using LVQ based on GLCM features. But the disadvantage of this system is that it cannot recognize grade 2 well where recognizing grade 2. © 2005 – ongoing JATIT & LLS.",FO; GLCM; GLRLM; LVQ; Osteoarthritis,Article,,
Unit Three Kartini; Dwi Ardianto; Laili Wardani,57192095275; 57207822713; 57207817418,Very short term load forecasting based on meteorological with modelling k-NNFeed forward Neural Network,2019,Journal of Electrical Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062993316&partnerID=40&md5=447055951721313e5e49288f8a0255ee,"This paper proposes a novel methodology for very short term load forecasting of hourly. The proposed methodology is based on meteorology data i.e. temperature, humidity, especially for optimizing the operation of power generating electricity from thermal unit generation. This modelling methodology is a combination of k-nearest neighbor (k-NN) method and feed forward- Neural Network (Feed-Forward-NN) method. The k-NN-Feed-Forward NN model is designed to prediction load for 1 hour ahead based on meteorology data for the target Thermal Unit Generation which position adjacent by twelve hydro thermal unit generation. The novelty of this model is taking into account the meteorology data. A set of load measurement samples was available from the hydro thermal unit generation in Indonesia Region 4 which is used as test data. The first model implements k-NN as a input data preprocessing technique prior to feed forward NN model. The error statistical indicators of k-NN-Feed-Forward-NN method The mean absolute deviation error statistical indicators of k-NN model is 103.48 MW and MAPE is 18.8%. On the other hand, the error statistical indicator for proposed model (Euclidean k-NNfeed forward-NN model) MAD is 19.37 MW and MAPE is 2.21%. Note that the highest mean absolute deviation (MAD) was 75,11 MW and mean absolute percentage error (MAPE) was 10.38% during the twelve period. The models forecasts are then compared to measured data and simulation results indicate that the k-NN-Feed Forward NN-based method presented in this research can calculate hourly load with satisfactory accuracy. © JES 2019.",Forecasting; Hydro thermal generation; k-NN-Feed Forward-NN; Load; Meteorology; Modelling; Very short term,Article,,
Widiyanti; Renita; Duwi Leksono Edy; Roswina Dianawati,57193691955; 57213605861; 57204054255; 57213604323,Obstacles of implementing a teaching factory: An analysis in vocational secondary school,2019,International Journal of Innovation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077842866&partnerID=40&md5=6dec8ec1ad2008d4fe195a16f1970312,"Teaching factory is a learning model at the vocational secondary school level based on the production of goods or services, which is guided by industry standards and procedures. The teaching factory concept is conducted by implementing a combined curriculum prepared by vocational secondary schools and industrial parties so that it is implemented in an atmosphere of factory work. The purpose of this study is to analyse the obstacles that cause teaching factories to not work ideally. This research uses a quantitative descriptive approach, with the type of survey research that is carried out in 32 vocational secondary schools in Malang. The 32 schools are classified into 3 classes, those that have been implemented, not yet implemented and are in the planning stage of teaching factory implementation. Barriers to implementation are reviewed in terms of learning, human resources, facilities, and collaboration networks. The data collection method is done through questionnaires. The results showed that the teaching factory vocational secondary schools had the biggest obstacles in the learning aspect, while the vocational secondary schools that had not implemented the teaching factory had obstacles in human resources. © Primrose Hall Publishing Group.",Industry; Obstacles; Teaching factory; Vocational secondary school,Article,,
Yuliani; Fida Rachmadiarti; Sari Kusuma Dewi; Mahanani Tri Asri; Agoes Soegianto,57510103300; 57195929051; 57205029051; 55864350600; 6506295541,Total phenolic and flavonoid contents of elephantopus scaber and ageratum conyzoides (Asteraceae) leaves extracts from various altitude habitats,2019,Ecology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071093288&partnerID=40&md5=4afe83dc67780bb9764933213da08415,"Asteraceae family has various benefit as herbal medicine and phytochemical affect. It can grow in different habitats but secondary metabolites in Asteraceae depend on the environmental factors. The aims of the study were to quantitatively analyze the phenolic and flavonoid content of two kinds of plants from Asteraceae family, such as Elephantopus scaber and Ageratum conyzoides, on three differents kinds of habitats which differ on the altitudes. Elephantopus scaber and Ageratum conyzoides leaves were obtained from three different altitude habitat: Lowland (Bangkalan-Madura; 28.3 - 31.72 m asl), middle land (Trawas- Mojokerto; 727 – 937 m asl) and highland (Coban talun-Batu; 1303 – 1322 m asl). The simplicia of Asteraceae family leaves were macerated and extracted with methanol, ethyl acetate, aquades and n-butanol. The total phenolic (gallic acid/GAE) and flavonoid (quercetin/QE) contents were determined using UV-VIS spectrometer. The results were then analyzed by ANOVA. The results showed that the total phenolic (1.86 ±0.03 mg/mL) and flavonoid (3.4 ±0.06 mg/mL) contents of Elephantopus scaber were showed in the middle-altitude land was found higher as compared to the lowland (total phenolic content 1.566±0.04 and flavonoid 3.2±0.12 mg/mL) and highland (total phenolic content 1.417±0.04 and flavonoid 3.1±0.01 mg/mL). The total phenolic contents of A.conyzoides in middle-altitude (1.66±0.1 mg/mL) was higher than highland (1.30±0.03 mg/mL) and lowland (1.25±0.02 mg/mL). The total flavonoid on A.conyzoides in highland (3.2±0.06 mg/mL) was higher than A. conyzoides growing in the middle-altitude land (2.9±0.0 mg/mL) and in lowland (2.6±0.06 mg/mL). The highest phenolic content was found to be in methanol extract, and the highest flavonoid content was found to be in ethyl acetate fraction of Elephantopus scaber and A. conyzoides. © EM International.",Ageratum conyzoides; Altitude habitat; Elephantopus scaber; Flavonoid; Leaves extracts; Phenol,Article,,
Mahanani Tri Asri; Yuliani; Tarsan Purnomo; Fida Rachmadiarti; Evie Ratnasari; Agoes Soegianto,55864350600; 57510103300; 57202074219; 57195929051; 57205023935; 6506295541,Potential of Indonesian endemic microbial consortium in degrading profenofos and chlorantraniliprole pesticide in east Java Indonesia to support agricultural ecosystems,2019,Ecology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071145541&partnerID=40&md5=4f70695b320124d535a63f0f3aa3cad9,"Synthetic pesticides on agricultural land were used by most Indonesian farmers, especially in soybean fields in East Java Indonesia especially in Jombang, Lamongan and Probolinggo regency. The soil applied with these pesticides affected the diversity of bacteria and the physical and chemical properties of the soil. This study aimed to explore, to conduct potential test and antagonistic test, and to make a consortium of microbes that could degrade Profenofos and Chlorantraniliprole pesticides in East Java Indonesia to support agricultural ecosystems. This study was exploration and experimental study. Bacterial exploration was conducted on soybean fields in Jombang, Lamongan and Probolinggo. Potential test and antagonistic test were carried out using well diffusion method and pesticide degradation test was carried out using HPLC in house method. Results found 39 Profenofos degrading isolates and 30 Chlorantraniliprole degrading isolates. Bacterial consortium test found 10 Profenofos degrading isolates, 3 nitrogen fixing isolates, and 2 phosphate solvent isolates which could reduce Profenofos in the control, 0, 2 and 4 days incubation each at 100%, 78.83%, 75.36% and 62.3% mg/kg and could decrease Chlorantraniliprole each by 100%, 88.46%, 74.36%, and 73.08% mg/kg. The biggest decrease occurred in the 4th day incubation. © EM International.",Chemical and Physical Characteristics of Soil; East Java Indonesia; Pesticides,Article,,
Panoyo; Yatim Riyanto; Warih Handayaningrum; Lusy Tunik Muharlisiani,57214676201; 57199508187; 57209296815; 57200990240,A profile of senior high schools in the twenty-first century,2019,International Journal of Innovation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078938801&partnerID=40&md5=a8755faf8914a1ebd100c5ce0825a6da,"One of the prominent features of the twenty-first century is the increasingly connected world of science and technology. The synergy between them is accelerating. Senior high schools are challenged to play an active role in creating a Golden Generation. The school of the twenty-first century is able to create a Golden Generation that has the skills needed to be ready to live and live in this era. The twenty-first century senior high school must be able to create multilateral-based learning, periodically renew curriculum changes, learning based on ICT (Information-Communication Technology), renew teaching human resources, realize Adiwiyata (healthy and clean) schools, and enable 60% of graduates to enter state universities. © 2019, Primrose Hall Publishing Group.",Golden generation; High school; Twenty-first century,Article,,"A novel deep learning-based method to create simulated galaxies directly from Hubble Space Telescope (HST) data and shows that the distribution of galaxy structural and morphological parameters of the generative model matches the distribution of the input HST training data, proving the capability of the model to produce realistic shapes."
Lusy Tunik Muharlisiani; Endang Noerhartati; Dewie Tri Wijayati; Yatim Riyanto; Toho Cholik Mutohir; Soedjarwo; Warih Handayaningrum; Moedjito; Siti Bariroh; Abdul Talib Bin Bon,57200990240; 57205027741; 57202647254; 57199508187; 57199505879; 7409710309; 57209296815; 57209295901; 57209296300; 6603675420,Women's leadership policy strategy: Improving quality of education (TQM) in higher education,2019,Proceedings of the International Conference on Industrial Engineering and Operations Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067249795&partnerID=40&md5=d5c05e24fa541197b0185b90c1d02468,"The main problem is how strategies improve the quality of education in higher education: 1) understanding of the reality of the program, the quality of the program and the factors that influence it. In improving the quality of education, there must be sustainability of performance (functioning as a measure to address the problems of low quality education that relies on conventional approaches) and improving quality (directing higher education institutions to learn and implement Total Quality Management) that is integrated with each quality management level of management and all units in the organizational system that aim to provide satisfactory services to customers, so they must optimize management to improve quality. The approach used is qualitative: (1) students are satisfied with services; (2) the service to its students; (3) to have high quality and meet the expectation; (4) the services of higher education: division of labor, relationships and communication between leaders, employees, salary / honor received and service. One of flourish base qualification is Integrated Qualify Management (IQM) and needs the character change of the one who is the leader and the one who does work; the command from the leader changed by the worker into the initiative. The result can be concluded as follows 1) the understanding of stakeholders in the reality of study programs and factors influencing; 2) the quality of education process relatively customer satisfaction fulfillment. © IEOM Society International.",Higher education; IQM; Leadership policy; Quality of education; TQM,Conference paper,,
Endang Noerhartati; Lusy Tunik Muharlisiani; Dewie Tri Wijayati; Yatim Riyanto; Toho Cholik Mutohir; Soedjarwo; Warih Handayaningrum; Moedjito; Abdul Talib Bin Bon,57205027741; 57200990240; 57202647254; 57199508187; 57199505879; 7409710309; 57209296815; 57209295901; 6603675420,Sorghum-based alternative food industry: Entrepreneurship high education,2019,Proceedings of the International Conference on Industrial Engineering and Operations Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067255965&partnerID=40&md5=52aa4ae3733f3aac22e602a07b9ac2c6,"The purpose of the research was for university entrepreneurship education by examining the development of sorghum-based food industry to support food security. The method used quantitative and qualitative research (natural setting) with data collection techniques in the form of observation, interviews and documentation, after the data collected is then analyzed by stages of reduction, display and verification. Observations cover various aspects of developing the sorghum-based food industry, the stages of university entrepreneurship education. and advanced statistical analysis. The results showed: 1) university entrepreneurship education which is a sustainable teaching and learning activity includes educational programs in entrepreneurship classes, learning processes, student responses, and results from entrepreneurial student profiles; 2) Selection of sorghum-based entrepreneurship materials including grain 100%, rice 70%, flour 70%, soft brand 10%, and brand 20%; 3) entrepreneurial products are food products (various cakes with sorghum flour 20-50%, bakery with sorghum flour 20-30%, and cookies with sorghum flour 75-100%), functional drinks with sorghum rice 100%, and variousfermentation products (""tempe"" with sorghum rice 100% and ""tape"" with sorghum rice 100%); 4) Industrial ofsorghum based includes product, business analysis, market opening, and infrastructure development; 5) industrialof food sorghum based as alternative food can support food security. © IEOM Society International.",Alternative_Food_Industry; And Food_Security5; Entrepreneurship_High_Education; Sorghum; Sorghum_Processing,Conference paper,,
Dhian Supardam; Yatim Riyanto; Muhari; Imam Sonhaji; Lusy Tunik Muharlisiani,57214670997; 57199508187; 57214680289; 57214665877; 57200990240,"The development of marketing management to increase interest in ""short course"" training",2019,International Journal of Innovation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078925196&partnerID=40&md5=1def3add80f74689e1e6fbc6439344fa,"The purpose of this research is to know how to manage marketing, to increase quantity and interest in training. It is to formulate a strategy of support, to increase the quantity and interest for existing short course training in the Aviation Polytechnic of Surabaya (the Polytechnic). This research approach is quantitative. It uses the methods of observation, interviews, and documentation. The results of this research are marketing management training: the short course at the Polytechnic using the marketing mix. Product: the training participants creating a generation of quality and achievers. Price: using the concept of a conclusion quantity. Place: workable boarding school at the Polytechnic or in-house training, in each workplace of the participants. Promotion: promoting the formation of a Committee, the Academic Division of efforts and cooperation, marketing with carrying out dissemination to stakeholders and advertisements through the media. People: staff at the Polytechnic that are in part the academic, business and Cooperation Division training and education. © 2019, Primrose Hall Publishing Group.",Management; Marketing; Training,Article,,
Anwar Sidarta; Yatim Riyanto; Eni Wuryanti,57216753535; 57199508187; 57216749558,The implementation of quality culture in primary and secondary education with internal quality assurance system in Indonesia,2019,International Journal of Innovation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084498907&partnerID=40&md5=c5c9056c2baea766ce23447176e95c3a,"This study aims at describing the ability of school staff to implement internal quality assurance systems of education and quality culture. This formative evaluative study involved surveys of 228 principals and members of the school education quality assurance in East Java, Indonesia. Data on the research analysis used is descriptive and was obtained by describing each indicator. The results of the research showed that schools had implemented an internal quality assurance system and implemented a quality culture. Research findings also show that in implementing quality culture, there is still a lack of involvement of the school's internal parties and the school's external parties. © 2019, Primrose Hall Publishing Group.",Education; Quality assurance system; Quality culture,Article,,
Dian Eka Indriani; M. Sahid; Bachtiar Syaiful Bachri; Umi Anugerah Izzati,57200991403; 57210113567; 57210117456; 57210107392,"Local wisdom behind traditions in madura district Indonesia [Sabiduría local detrás de las tradiciones en el distrito de madura, Indonesia]",2019,Opcion,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069526056&partnerID=40&md5=6bcb9de4c9ae15fde09831fb9122184a,"The aim of the study is to investigate local wisdom behind traditions in Madura district Indonesia via ground theory with literature study. As a result, peace and conflict prevention will be more felt when local wisdom is supported, facilitated, and assisted by the role of the state and government. But local wisdom has not yet been fully accommodated by the government as an authorized party or from public awareness itself. In conclusion, there are one or two traditions found that can be at the root of the conflict, such as the existence of carok in Madura. © 2019, Universidad del Zulia. All rights reserved.",Bangkalan district; Local wisdom; Madura,Article,,
Bowo Sugiharto; Aloysius Duran Corebima; Herawati Susilo; Ibrohim,57204148139; 56857563800; 57133003100; 57191815729,A comparison of types of knowledge of cognition of preservice biology teachers,2018,Asia-Pacific Forum on Science Learning and Teaching,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054646037&partnerID=40&md5=1ceef8cc0b7d37ce2fec6fb3f2edd7f0,"This research aims to compare three kinds of knowledge of cognition underlying the reflective aspects of metacognition. The three kinds of cognition considered in this research are declarative knowledge, procedural knowledge and conditional knowledge. This exploratory research survey involved 122 pre-service biology teachers during their third semester of training. The instrument used to gather data was the Metacognitive Awareness Inventory (MAI) of Schraw and Denisson (1994), modified by use of a Likert scale. The data gathered were analyzed using one-way analysis of variance (ANOVA) followed by a least significant difference (LSD) test. The results of this research show that the kind of knowledge of cognition of preservice biology teachers which was most highly developed in the research sample was conditional knowledge, followed by procedural knowledge and declarative knowledge, between which there was no significant difference. This high level of conditional knowledge as compared with the other two knowledge types could result from this type of knowledge being stimulated to a greater extent than the other two types. Based on the results of this research, it is recommended that, in order to stimulate knowledge of cognition, especially conditional knowledge, lecturers in biology education should provide challenging learning environments containing clear problems and tasks, and simultaneously implement a reward system for students. © 2018 EdUHK APFSLT.",Conditional knowledge; Declarative knowledge; Knowledge of cognition; Procedural knowledge,Article,,
Yuni Sri Rahayu; Yuliani; Guntur Trimulyono,8624864500; 57510103300; 57194226813,Isolation and identification of phosphate solubilizing bacteria and hydrocarbon degradation bacteria in Lapindo Mud Sidoarjo-East Java-Indonesia,2018,Journal of Engineering Science and Technology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053178955&partnerID=40&md5=15287a76ab77c223d59f2dc9a8cdefbb,"Lapindo mud, the biggest mud disaster in Sidoarjo, Indonesia since 2006, still offers numbers of constituents such as heavy metals and crude oil. The oil is produced by a mixture of complex hydrocarbon with organic compounds from sulfure, oxygen, nitrogen and metal. Moreover, those organic compounds can be used as substrates for bacteria growth. Thus, this paper aims at isolating and identifying potential bacteria in dissolving phosphate and degrading hydrocarbon in Lapindo mud. The characterization of phosphate solubilizing bacteria is obtained by using Pikovskaya media, in which a clear zone indicating potential phosphate solubilizing bacteria. The bacteria identification includes macroscopic observation in a bacteria colony, gram-coloring bacteria and physiological tests. Under descriptive analysis, results show that there are three species namely Pseudomonas pseudomallei, Pseudomonas fluorescens-35, and Pseudomonas stutzeri with the percentages of probability 99.99%; 58.26% and 66.40% respectively. © School of Engineering, Taylor’s University.",Hydrocarbon degradation bacteria; Isolation and identification; Lapindo; Phosphate solubilizing bacteria,Article,,"The characterization of phosphate solubilizing bacteria and bacteria identification includes macroscopic observation in a bacteria colony, gram-coloring bacteria and physiological tests, which show that there are three species namely Pseudomonas pseudomallei, PseUDomonas fluorescens35, and Pseudomanas stutzeri with the percentages of probability 99.99%."
Dewie Tri Wijayati Wardoyo; Sri Setyo Iriani; Achmad Kautsar,57202647254; 57200565279; 57202283774,"Adoption of e-commerce, entrepreneurship orientation mediated by business strategy on the performance food industries",2018,International Journal of Civil Engineering and Technology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047753220&partnerID=40&md5=56fd5913887332f7f77c384973e60147,"Small and Medium Industries (abbreviated as SMIs) competition in East Java is very tight, thus it encourages every existing SMI to have competitive advantage compared to others. Several studies have been conducted to improve the performance of SMIs. Dynamic Capabilities, entrepreneurship orientation, Business Strategy, and Adoption of e-commerce are the factors that considered having an effect on the performance of SMIs. Tulungagung and Trenggalek districts of East Java Province were chosen as the location to conduct the research. The study population was SMIs in food manufacturing. The data were collected by random sampling technique and analyzed by using multiple regression and Sobel test. The results of this study indicated that the factors of Dynamic Capability, entrepreneurship orientation, and adoption of e-commerce could affect the performance of SMI in food manufacturing, while Business Strategy did not affect the performance of the SMI. © IAEME Publication.",Adoption of e-commerce; And Entrepreneurship orientation; Business Strategy; Dynamic capability; SMI performance,Article,,
Anang Kistyanto; Budiono; Nurul Indawati; Hujjatullah Fazlurrahman; Achmad Kautsar; Zainur Rahman,57188731700; 56968098200; 57202892713; 35798303400; 57202283774; 57202893305,Food industry performance: Entrepreneurial leadership and human capital perspective,2018,International Journal of Mechanical Engineering and Technology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049697134&partnerID=40&md5=50eb6cc08b4610e14d84607c8601bd67,"The purpose of this study was to determine the effect of Entrepreneurial Leadership and Human Capital Management on the performance of food industry in East Java. The design used in this study was conclusive and the type of research used was causal research. The population used was the owner of food industries in East Java. The technique used for choosing the sample was simple random sampling with sample size of 50 respondents. The data analysis technique used is multiple linear regression with the help of SPSS software version 20. The results showed that simultaneously Entrepreneurial Leadership and Human Capital Management have an effect on the performance of food industry. Partially, both Entrepreneurial Leadership and Human Capital Management have a significant positive effect on food industry performance. © IAEME Publication",And Food Industry Performance.; Entrepreneurial Leadership; Human Capital Management,Article,,
Jun Surjanti; Dwiarko Nugroho Seno; Hafid Kholidi Hadi; Siti Maroah; Yuni Siswanti; Muafi; Dessy Isfianadewi,57201352342; 57201883952; 57201877528; 57195627660; 57201730511; 56609265900; 57201876362,The role of M-learning on effective learning media in higher education,2018,International Journal of Civil Engineering and Technology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046355712&partnerID=40&md5=d480ebd2a535fd2eef1fec7cd08498df,"E-Mobile as a network information system has became a lifestyle which issuitableand practical as a medium and learning method (M-Learning). This study uses mixed method. The population in this study is 180 students who have taken the organizational behavior course. The sample is determined by purposive sampling technique from four universities. Data collection is done by giving questionnaire to all students and conducting interview with some students. Quantitative data analysis technique uses simple regression. The result finds that m-learning utilization variable has a significant positive effect on the effectiveness of organizational learning subject. Instead, the effectiveness of learning is enhanced through the use of m-learning, especially Virtual Learning (V-learning), micro-blogging, twitter, facebook (FB), whatsapp (WA) and google classroom. This study provides implications of e-mobile optimization as a medium and method of learning. © IAEME Publication.",Effectiveness of learning; M-learning; Organizational behavior,Article,,"The result finds that m-learning utilization variable has a significant positive effect on the effectiveness of organizational learning subject, especially Virtual Learning (V-learning), micro-blogging, twitter, facebook, whatsapp and google classroom."
Jun Surjanti; Dewie Tri Wijayati; Hafid Kholidi Hadi; Muafi,57201352342; 57202647254; 57201877528; 56609265900,"The relationship pattern of social support, work stress, and work satisfaction; a context of non-certified primary education teacher in Indonesia",2018,Proceedings of the 31st International Business Information Management Association Conference,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060785995&partnerID=40&md5=ed0bdb3fd3fa375b012ef7791e351373,"Primary education teachers in Indonesia have a heavy responsibility to grow the character of the nation's generation. In fact, not all of the primary education teachers get the right to a certification allowance covered by the education foundation. This problem causes the feelings of injustice that have an impact on a sense of job dissatisfaction for teachers. This research test and analyze the relationship pattern of Social Support (SS), Work Stress (WSt), and Job Satisfaction (JS) on Non-Certified Primary Education Teacher who work in one of the Foundation for Primary Education in Sidoarjo Regency, East Java Province, Indonesia. The type of this research is survey with population from the entire primary education teacher who has not been certified (non-certification). The sample is conducted by purposive simple random sampling technique with 60 respondents. The analysis technique was done using SmartPLS (Partial Least Square). The research result shows that work stress of teacher has positive and significant effect toward work satisfaction. Social support does not have a role to mediate the relationship between work stress and work satisfaction of the teacher. The recommendation of this research is foundation and government institution of primary education should improve the well-being of non-certified primary education teachers to reduce work stress through improving financial or non-financial well-being. © 2018 Elsevier Ltd. All rights reserved.",Non-certification teacher; Social support; Work satisfaction; Work stres,Conference paper,,
